29-07-2024 19:16:13.863 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 21664 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:08:39.700 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - END === 2024-07-29T23:08:39.700949900
29-07-2024 23:11:16.241 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 5416 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:11:16.245 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:11:19.406 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 3.637 seconds (process running for 3.988)
29-07-2024 23:11:33.762 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - START === 2024-07-29T23:11:33.762227200
29-07-2024 23:11:40.743 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - END === -6
29-07-2024 23:12:54.862 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 1908 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:12:54.867 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:12:58.282 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 3.892 seconds (process running for 4.243)
29-07-2024 23:13:00.584 [http-nio-8080-exec-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - START === 310990677273900
29-07-2024 23:13:05.830 [http-nio-8080-exec-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - END === 5246481300
29-07-2024 23:13:24.821 [http-nio-8080-exec-3] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - START === 311014915342100
29-07-2024 23:13:27.516 [http-nio-8080-exec-3] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - END === 2694626800
29-07-2024 23:13:42.646 [http-nio-8080-exec-4] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - START === 311032739877800
29-07-2024 23:13:44.601 [http-nio-8080-exec-4] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - END === 1955610300
29-07-2024 23:14:26.381 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 14396 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:14:26.385 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:14:29.591 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 3.685 seconds (process running for 4.042)
29-07-2024 23:14:32.232 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - START === 311082325845700
29-07-2024 23:14:36.211 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - END === 3978290600
29-07-2024 23:14:44.690 [http-nio-8080-exec-3] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - START === 311094784078600
29-07-2024 23:14:46.646 [http-nio-8080-exec-3] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - END === 1955923000
29-07-2024 23:14:56.276 [http-nio-8080-exec-4] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - START === 311106369688700
29-07-2024 23:14:58.965 [http-nio-8080-exec-4] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - END === 2688724800
29-07-2024 23:15:13.110 [http-nio-8080-exec-5] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - START === 311123203427800
29-07-2024 23:15:14.568 [http-nio-8080-exec-5] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - END === 1458445300
29-07-2024 23:21:59.583 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 8532 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:21:59.587 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:22:02.549 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 3.424 seconds (process running for 3.772)
29-07-2024 23:22:07.567 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - START === 311537660372900
29-07-2024 23:22:20.298 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - END === 12731317700
29-07-2024 23:24:10.602 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 14560 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:24:10.606 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:24:13.795 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 3.684 seconds (process running for 4.161)
29-07-2024 23:24:28.240 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - START === 2024-07-29T23:24:28.240719100
29-07-2024 23:24:41.849 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - END === -14
29-07-2024 23:31:14.306 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 4736 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:31:14.310 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:31:17.503 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 3.637 seconds (process running for 3.98)
29-07-2024 23:31:20.849 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 8736 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:31:20.855 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:31:24.830 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 4.691 seconds (process running for 5.348)
29-07-2024 23:31:30.220 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - START === 2024-07-29T23:31:30.220860600
29-07-2024 23:31:30.225 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - END === 0
29-07-2024 23:31:39.456 [http-nio-8080-exec-3] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - START === 2024-07-29T23:31:39.456136200
29-07-2024 23:31:45.532 [http-nio-8080-exec-3] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - END === 6
29-07-2024 23:32:09.623 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 10176 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:32:09.626 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:32:13.249 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 4.144 seconds (process running for 4.55)
29-07-2024 23:32:15.592 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - START === 2024-07-29T23:32:15.592800700
29-07-2024 23:33:56.379 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - END === 100
29-07-2024 23:33:59.850 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 11756 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:33:59.855 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:34:03.684 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 4.326 seconds (process running for 4.669)
29-07-2024 23:34:04.307 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - START === 2024-07-29T23:34:04.307214100
29-07-2024 23:34:52.162 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - END === 47
29-07-2024 23:36:03.607 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 2504 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:36:03.610 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:36:07.476 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 4.326 seconds (process running for 4.729)
29-07-2024 23:36:21.372 [http-nio-8080-exec-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - START === 2024-07-29T23:36:21.372049900
29-07-2024 23:36:21.377 [http-nio-8080-exec-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - END === 0
29-07-2024 23:36:31.823 [http-nio-8080-exec-3] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - START === 2024-07-29T23:36:31.823419200
29-07-2024 23:36:31.825 [http-nio-8080-exec-3] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - END === 0
29-07-2024 23:36:41.554 [http-nio-8080-exec-4] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - START === 2024-07-29T23:36:41.554869200
29-07-2024 23:36:42.097 [http-nio-8080-exec-4] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - END === 0
29-07-2024 23:38:10.398 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 21540 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:38:10.403 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:38:13.625 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 3.711 seconds (process running for 4.081)
29-07-2024 23:38:16.974 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 16268 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:38:16.979 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:38:19.999 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 3.459 seconds (process running for 3.794)
29-07-2024 23:38:23.590 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - START === 2024-07-29T23:38:23.590407200
29-07-2024 23:38:23.592 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - TOTAL === 0
29-07-2024 23:38:23.592 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal1.xlsx
29-07-2024 23:38:23.592 [pool-2-thread-3] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal3.xlsx
29-07-2024 23:38:23.592 [pool-2-thread-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal2.xlsx
29-07-2024 23:38:23.592 [pool-2-thread-4] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal4.xlsx
29-07-2024 23:38:44.572 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 1660 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:38:44.575 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:38:47.723 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 3.707 seconds (process running for 4.113)
29-07-2024 23:38:49.989 [http-nio-8080-exec-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - START === 2024-07-29T23:38:49.989032300
29-07-2024 23:38:49.991 [http-nio-8080-exec-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - TOTAL === 0
29-07-2024 23:38:49.991 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal1.xlsx
29-07-2024 23:38:49.991 [pool-2-thread-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal2.xlsx
29-07-2024 23:39:01.489 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 14400 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:39:01.493 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:39:04.648 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 3.609 seconds (process running for 3.954)
29-07-2024 23:39:07.144 [http-nio-8080-exec-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - START === 2024-07-29T23:39:07.144611800
29-07-2024 23:39:07.145 [http-nio-8080-exec-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - TOTAL === 0
29-07-2024 23:39:07.146 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal1.xlsx
29-07-2024 23:39:21.910 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 11128 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:39:21.914 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:39:24.838 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 3.357 seconds (process running for 3.707)
29-07-2024 23:39:27.319 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - START === 2024-07-29T23:39:27.319496800
29-07-2024 23:39:27.321 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - TOTAL === 0
29-07-2024 23:39:27.321 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal1.xlsx
29-07-2024 23:39:41.936 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 2964 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:39:41.941 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:39:44.914 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 3.423 seconds (process running for 3.778)
29-07-2024 23:39:47.850 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - START === 2024-07-29T23:39:47.850979900
29-07-2024 23:39:50.976 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal1.xlsx
29-07-2024 23:39:51.410 [http-nio-8080-exec-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.importFile - TOTAL === 3
29-07-2024 23:40:04.060 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE END - Animal1.xlsx
29-07-2024 23:40:08.403 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal2.xlsx
29-07-2024 23:40:19.370 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE END - Animal2.xlsx
29-07-2024 23:40:19.371 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal3.xlsx
29-07-2024 23:40:30.138 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE END - Animal3.xlsx
29-07-2024 23:40:30.139 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal4.xlsx
29-07-2024 23:40:40.791 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE END - Animal4.xlsx
29-07-2024 23:41:21.771 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 1932 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:41:21.774 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:41:24.764 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 3.449 seconds (process running for 3.782)
29-07-2024 23:41:27.437 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal1.xlsx - 2024-07-29T23:41:27.437202
29-07-2024 23:41:39.859 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE END - Animal1.xlsx - 12
29-07-2024 23:41:39.859 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal2.xlsx - 2024-07-29T23:41:39.859925700
29-07-2024 23:41:55.307 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 6204 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:41:55.312 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:41:58.310 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 3.452 seconds (process running for 3.795)
29-07-2024 23:42:06.278 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal1.xlsx - 2024-07-29T23:42:06.278998700
29-07-2024 23:42:06.278 [pool-2-thread-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal2.xlsx - 2024-07-29T23:42:06.278998700
29-07-2024 23:42:22.245 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE END - Animal1.xlsx - 15
29-07-2024 23:42:22.246 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal3.xlsx - 2024-07-29T23:42:22.246891700
29-07-2024 23:42:22.338 [pool-2-thread-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE END - Animal2.xlsx - 16
29-07-2024 23:42:22.338 [pool-2-thread-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal4.xlsx - 2024-07-29T23:42:22.338824700
29-07-2024 23:42:35.787 [pool-2-thread-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE END - Animal4.xlsx - 13
29-07-2024 23:42:35.802 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE END - Animal3.xlsx - 13
29-07-2024 23:43:11.892 [main] INFO  c.example.animals.AnimalsApplication.logStarting - Starting AnimalsApplication using Java 17.0.9 with PID 17100 (D:\learnByMyself\gateway\myself\animals\target\classes started by ADMIN in D:\learnByMyself\gateway\myself\animals)
29-07-2024 23:43:11.896 [main] INFO  c.example.animals.AnimalsApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
29-07-2024 23:43:14.809 [main] INFO  c.example.animals.AnimalsApplication.logStarted - Started AnimalsApplication in 3.352 seconds (process running for 3.691)
29-07-2024 23:43:17.718 [pool-2-thread-3] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal3.xlsx - 2024-07-29T23:43:17.718963200
29-07-2024 23:43:17.718 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal1.xlsx - 2024-07-29T23:43:17.718963200
29-07-2024 23:43:17.718 [pool-2-thread-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal2.xlsx - 2024-07-29T23:43:17.718963200
29-07-2024 23:43:17.718 [pool-2-thread-4] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE START - Animal4.xlsx - 2024-07-29T23:43:17.718963200
29-07-2024 23:43:54.049 [pool-2-thread-4] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE END - Animal4.xlsx - 36
29-07-2024 23:43:56.372 [pool-2-thread-2] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE END - Animal2.xlsx - 38
29-07-2024 23:43:56.407 [pool-2-thread-3] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE END - Animal3.xlsx - 38
29-07-2024 23:43:56.440 [pool-2-thread-1] INFO  c.e.a.s.impl.AnimalsServiceImpl.readExcel - FILE END - Animal1.xlsx - 38
